settimana;timestamp;ore_richieste;ore_pianificate;straordinari;auto_ot;violazioni;scoperto_residuo;teste;Controllo scorte e ordini merce;Rifornimento FV;BAKE: cottura ed esposizione;Rifornimento CARNE;Rifornimento SECCHI;Rifornimento SURGELATI;Rifornimento FRESCHI;Allestimento PROMO FOOD;Allestimento PROMO NF;Barriera casse;Presidio SCO;Attivita fisse giornaliere;Attivita settimanali
2026-W32;20260806_2034;553.77;552.5;48.5;48.5;7;1.27;21;10.5;29.47;48.73;8.47;49.43;10.21;23.08;3.76;9.62;190;68;80.5;22
